Schlüssel;Zusammenfassung;Ursprüngliche Schätzung;Verbleibende Schätzung;Benötigte Zeit;Priorität;Beschreibung
MDK-10668;[QPhkp] EHB Einrichtung Kapitel 7.2.1 fehlende Pflichtfelder Defizitbenennung und Empfehlung + Maßnahme;14400;0;9000;High;"EHB Einrichtung, Kapitel 7.2.1: 

Erwartet: Ist eine der Fragen mit ""nein"" gekreuzt, werden die Felder Defizitbenennung und Empfehlung + Maßnahme zu Pflichtfeldern und müssen mit mindestens einem Zeichen gefüllt werden. 

Ist: Die Felder bleiben optional"
MDK-10667;[QPhkp] EHB Enrichtung Kapitel 7.1.1 Texte nicht vollständig dargestellt;14400;0;25200;High;
MDK-10666;[QPhkp] EHB Einrichtung Hilfetexte fehlen generell;14400;0;16200;High;"*IST*: 
* -Im gesamten EHB Einrichtung fehlen die spezifizierten Hilfetexte. Zwar ist in den Überschriften jeweils ein Button (""i"") vorgesehen, beim Klick auf diesen Button erhält man aber den Text ""TODO: Hilfetext Kapitel XX"".- 
* Weiterhin verursacht ein Klick auf den Button nicht nur das Erscheinen des Textes, sondern führt auch dazu, dass das Kapitel zugeklappt wird. Ein erneuter Klick ist dann notwendig, um das Kapitel wieder aufzuklappen. 

*SOLL*:  
* Das Hilfetext-Popover erscheint direkt unterhalb des Icons (und überlagert es nicht), so dass das Popover bei erneutem Klick auf das Hilfe-Icon wieder geschlossen werden kann 
** !Popover_Position.JPG|thumbnail! 
* Die Headings der Erhebungsbögen werden NUR bei Klick auf die Überschrift selbst oder bei Klick auf den Pfeil rechts geöffnet oder geschlossen. (Und NICHT wie aktuell beim Klick irgendwo im Headingbereich) 

 "
MDK-10664;[QPhkp] EHB Einrichtung Kapitel 3.9 Darstellung Akkordeon;14400;0;12600;High;"In Kapitel 3.9 es EHB Einrichtung ist die Darstellung des Akkordeons ""zerschossen"". Die Angaben zu den Gesamtstellen in Vollzeit sind nicht bündig, sondern abhängig von der Länge der Stellenbezeichnung. 

Erwartetes Verhalten: die Angaben zu den Gesamtstellen werden linksbündig dargestellt."
MDK-10663;"MD View Aufträge: Gutachter finden Aufträge nicht unter ""Mir zugewiesen""";14400;0;20700;High;"Ein Mitarbeiter (Hannibal Hinz) ist einem Prüfauftrag als Hauptgutachter zugewiesen. Der Auftrag befindet sich im Status ""In Prüfung"". 

Der Mitarbeiter meldet sich an und wechselt in die M/D View für Aufträge. 

Erwartet: 

Der Mitarbeiter findet den Auftrag im Tab ""Mir zugewiesen"" 

Ist: 

Der Tab ""Mir zugewiesen"" ist leer. Der Auftrag ist nur unter dem Tab ""Alle"" gelistet."
MDK-10661;[QPhkp] EHB Einrichtung Kapitel 1.8 Plausicheck fehlerhaft;14400;0;18000;High;"Im EHB HKP wird Kaptiel 1.8 wie folgt gefüllt: 
* Andere Anbieter: ja 
* Checkbox b) Behandlungspflege anhaken 

Erwartetes Verhalten: in der Navigation wird das Kapitel als korrekt ausgefüllt markiert. 

Tatsächliches Verhalten: Das Kapitel wird weiterhin als fehlerhaft angezeigt. 

Hinweis: 

Das Kapitel wird als korrekt ausgefüllt angezeigt, wenn man alle Checkboxen einmal betätigt. Sie müssen nicht angehakt bleiben. Möglicherweise wurden die Checkboxen nicht derart initialisiert, dass eine leere Box als ""Nein"" gilt. Wenn die Validierung dann alle sechs Einträge als Pflichtfelder prüft, schlägt die Prüfung fehl. 

Der Fehler wird zunächst deshalb als schwerwiegend klassifiziert, weil zu klären ist, wie sich dieses Verhalten auf die Freigabevalidierung auswirkt. Ggfs. Abstimmung zwischen Team Rot und Grün notwendig. 

 "
MDK-10658;Layout / Nutzerführung EHB Einrichtung;14400;0;18000;High;"* -Hinweis: ""mit 0 auffüllen"" fehlt (steht im Konzept)- (siehe https://mdk-jira.test-server.ag/browse/MDK-9890) 

* verschobene Anzeige 

* -ansprechpartner MDK nicht bearbeitbar (bitte um Prüfung, ob dies so sein sollte)- (siehe https://mdk-jira.test-server.ag/browse/MDK-8388) 

 "
MDK-10657;[QPhkp] EHB Einrichtung: Kap. 1.7 anzeigepflichtige Leistungsempfänger fehlerhaft;14400;0;27000;High;"Im Erhebungsbogen Einrichtung wird das Feld 1.2r, Zeile 3 mit ""ja"" belegt. Kapitel 1.7 wird geprüft. 

Erwartet: 

Ziffer 24: 8 Versicherte 

Ziffer 12, 31, 30, 6, 8: dienen zum Auffüllen auf insgesamt 8 Versicherte, falls unter Ziffer 24 nicht ausreichend Personen identifiziert werden können. 

AND das Feld ""Sonstige"" ist deaktiviert 

  

Ist: 

Ziffern 24, 12, 31, 30, 6, 8 sind zusammengefasst und sollen gemeinsam 8 Versicherte abdecken. Es geht nicht die erwartete Ordnung aus der Darstellung hervor. 

Das Feld ""Sonstige"" ist nicht deaktiviert."
MDK-10652;Automatischer Versand ist fehlgeschlagen, aber manueller Versand ist nicht möglich;14400;0;7200;High;"Soll: Wenn die Vorbereitung oder der Versand eines Versandumfangs fehlschlägt, muss der manuelle Versand aktiviert werden 

Ist: Der automatische Versand vom Prüfbericht an Träger ist fehlgeschlagen, aber es ist nicht möglich der Versandumfang manuell zu versenden 
"
MDK-10651;Nach Entfernung von t.n.z. werden Zeiträume kein Pflichtfeld;14400;0;55500;High;"Nach Entfernung von t.n.z. werden Zeiträume kein Pflichtfeld 
* keine Kennzeichnung 
* keine Markierung in der Navigationsbars 
* keine Warnung, wenn man zur nächsten Frage übergeht "
MDK-10637;"Anlage des Vorgangs ""Externes Audit"" nicht möglich";14400;0;14400;High;"Soll: 

Mit der entsprechenden Berechtigung ist es möglich einen Vorgang vom Typ ""Externes Audit"" anzulegen 

Ist:  

Der Modialdialog von Externes Audit sieht anders aus als bei den anderen Vorgängen. Das Feld Begutachtungsart ist leer. Eine Anlage von diesem Vorgangstyp ist nicht möglich: 

!image-2020-03-27-10-46-37-391.png! 

 "
MDK-10634;Fehler in Zusammenhang mit den Berechtigungen zu Nutzer & Nutzergruppen;14400;0;44100;High;"+*Anzeigen von Nutzergruppen*+ 

Soll: 

Wenn ein Nutzer über eine Rolle mit der Berechtigung V-R-80 (siehe Anhang) verfügt, dann kann dieser gemäß Spezifikation sich Gruppen anzeigen lassen: [https://mdk-confluence.test-server.ag/display/SN/V-R-80+Anzeigen+von+Gruppen]. 

Ist: Wenn ich bei abraham_lutz alle anderen Rollen entfernen und nur die Rolle im Anhang hinzufüge, dann kann dieser sich zwar einloggen, aber die BSW ist komplett leer (keine Kacheln): 

!image-2020-03-27-10-05-11-155.png! 

Frage: Kann ich die Kachel ""Nutzer & Nutzergruppen"" nur sehen, wenn ich die Berechtigung für Nutzer anzeigen habe?' Falls das so beabsichtigt ist, müsste man es im Confluence nachziehen. 

  

+*Löschen von Nutzergruppen*+ 

Soll: Ein Nutzer mit der Rolle ""NUTZER_GRUPPE_LOESCHEN"" kann Nutzergruppen löschen. 

Ist: Wenn ich dem Nutzer abraham_lutz alle Rollen entferne außer der obigen, dann kann dieser Nutzergruppen sehen, aber diese nicht löschen. 

!image-2020-03-27-10-20-04-089.png! 

+*Anlegen und Ändern von Nutzergruppen*+ 

Soll: Ein Nutzer mit der Rolle ""NUTZER_GRUPPE_BEARBEITEN"" kann Nutzergruppen anlegen und ändern. Nach Spezifikation ([https://mdk-confluence.test-server.ag/display/SN/V-R-81+Anlegen+von+Gruppen]) sind die Rechte V-R-80 und V-R-81 nötig.  

  

Ist: Der Nutzer fritz_piepe verfügt über die Rolle NUTZER_GRUPPE_BEARBEITEN mit den Berechtigungen V-R-80 und V-R-81. Wenn ich mich mit dem Nutzer einloggen, dann kann ich keine Nutzergruppen anlegen bzw. Nutzer oder Rollen hinzufügen."
MDK-10624;Stammdaten Nutzergruppen: Gruppenname kann die maximal Länge überschreiten;14400;0;50400;High;"* Navigieren zu Nutzer und Nutzergruppen. 
* Eine Gruppe Anlegen (gruppegruppegruppegruppegruppegruppegruppegruppegruppegruppegruppegruppegruppegruppegruppegruppegruppegruppegruppegruppegruppegruppegruppegruppegruppe1) 

*Ist:* 

Ein Hinweis wird angezeigt, dass die maximale Länge 150 beträge, der Button Gruppe Anlegen wird dennoch nicht ausgegraut und ein Request kann geschickt werden. Es kommt dann zu einem 500er Fehler  

  

*SOLL:* 

Paralell zu anderen Stellen soll der Button ausgegraut sein."
MDK-10619;[QPhkp] EHB Einrichtung: Kap. 1.7 nicht anzeigepflichtige Leistungsempfänger fehlerhaft;14400;0;1800;High;"Im EHB Einrichtung wird in Kapitel 1.7 die Verteilung der Stichprobe für nicht anzeigepflichtige Leistungsempfänger angegeben: 

Erwartet: 

Ziffer 24: 4 

Ziffern 12, 31, 30: 2 (in Summe) 

Ziffern 6, 8, 29: 2 (in Summe) 

=> insgesamt 8 Versicherte in der Stichprobe 

Ist: 

Ziffer 24: 2 

Ziffern 12, 31, 30: 4 (in Summe) 

Ziffern 6, 8, 29: 4 (in Summe) 

=> insgesamt 10 Versicherte in der Stichprobe"
MDK-10618;Defizite/ Maßnahmen aktiv auch wenn noch gar nichts beantwortet wurde;14400;0;32400;High;Frage wurde gar nicht beantwortet, trotzdem ist Defizite/ Maßnahmen aktiv
MDK-10615;HKP / Frage 5.3 / Nein-Beantwortung von M-Frage führt nicht zu Pflichtfeldern;3600;0;3600;High;Beantwortung von M-Frage führt nicht zu Pflichtfeldern für Empfehlung Maßnahme oder Defizitbenennung, weder Kennzeichnung noch ein Hinweis/ Warnung bei Nichtbeachtung
MDK-10614;"QP HKP Angabe Stunden möglich trotz Antwort ""nein""";14400;0;4500;High;"Angabe Stunden war im test möglich trotz Antwort ""nein"""
MDK-10613;Multiple Anlage von Erhebungsbögen;14400;0;28800;High;ohne Aktion meinerseits wurde mehrere Erhebungsbögen angegt vgl. Screenshot, sogar zur Einrichtung, bei der der es nur einen geben darf
MDK-10609;"[qpa-sgb-xi/Abrechnung/Kap. 16.1.12] Initiales Laden der Datumsfelder mit Feiertagsanzeige zeigt ""invalid date""";14400;0;20760;High;"Wird ein gespeicherter Datumswert bei der Formularanzeige eingetragen, dann erscheint bei Mouseover ""invalid date"" und die Anzeige ob es ein AT, FT, ist ist defekt. 

Beispiel (Screenshots im Anhang): 
produkt-qp-pflege-sbg-xi, ehb-abrechnung, Kapitel 16.1.12: Die Datumsfelder bei den Einzeltagen. 
"
MDK-10598;OE Liste enthält technische Bezeichner;14400;0;36000;High;"*Umgebung: System-Test* 

  

Expected:  

Es sollte möglich sein manuell einen Mitarbeiter anzulegen mit allen dazugehörigen Feldern. 

  

Actual:  

Die OrgaEinheit des Mitarbeiters kann nicht ausgewählt werden, da diese Liste leer ist. 

Somit kann auch kein neuer Mitarbeiter angelegt werden."
MDK-10594;auswahllisten async befüllen;21600;0;107040;High;"Konfigurierbare Auswahlisten werfen beim Start null/undefinied Meldungen, bis der Wert asynchron geladen wurde. Dazu sind Anpassungen im Produktdesigner und im mdk-client notwendig. Im Client müsste die CheckboxGroup- und die RadioGroupComponent angepasst werden, sodass diese auch mit asynchronen Daten umgehen können. 

Beispiel: 
{code:java} 
<div id=""pflichteingabe-anzeigepflichtiger-leistungserbringer-inhalt""> 
<mdk-ui-radio-group 
id=""anzeigepflichtiger-leistungserbringer-hinweis"" 
label=""wenn ja, dann"" 
formControlName=""anzeigepflichtigerLeistungserbringerHinweis"" 
[radioGroupItems]=""(konfigurierbaresValueset$ | async)?.anzeigepflichtigerLeistungserbringerList"" 
itemLabelField=""name"" 
itemValueField=""id""> 
</mdk-ui-radio-group> 
</div>{code} 
 "
MDK-10593;Vergebene TAN erscheint erst nach Wechsel zwischen den Aufträgen;14400;0;10800;High;"Soll: 

Wenn ich für einen Prüfauftrag (QPA SGB XI + Begutachtungsart Regelprüfung) eine manuell zuordne, dann wird die TAN vergeben und ist sofort sichtbar. 

Ist: 

Die TANs werden erfolgreich vergeben. Sichtbar sind sie allerdings erst nach einem Wechsel zu einem anderen Auftrag und zurück."
MDK-10590;Supervision Kommentare werden nicht in Navigation angezeigt;14400;0;27000;High;"In den Produktbögen wird weder in der ersten noch in der zweiten Navigation das Vorhandensein von Supervisionskommentaren angezeigt. Ebenso ist die anzeige des ""In Review"" Status zu prüfen und ggfs. zu korrigieren."
MDK-10581;Einsatzplanung ist leer;14400;0;92700;High;"+*Soll*+ 

Wenn ich einen oder mehre Prüfauftrag im Zustand ""Erstellt"" vorliegen habe, dann werden diese in der Einsatzplanung angezeigt und können über den ""Planen""-Button grob verplant werden. 

+*Ist*+ 

Die Prüfaufträge werden in der Einsatzplanung nicht angezeigt. 

  

Siehe: Es existierren mehrere Prüfaufträge im Zustand ""Erstellt"":  

!image-2020-03-26-09-10-49-830.png! 

Diese werden in der Einsatzplanung nicht angezeigt, auch mit michael_meier (Super_User) nicht: 

!image-2020-03-26-09-11-17-507.png! 

 "
MDK-10574;Navigationsleiste wird nicht angezeigt;14400;0;900;High;"Auf der QA 0.51.0 vom 25.03.20 wurde bei hannibal_hinz die Navigationsleiste nur teilweise und ohne Funktion angezeigt. Bei michael_meier soll sie funktionieren... 

!image-2020-03-25-16-58-01-390.png!"
MDK-10564;Auftragsgeber kann stillgelegt werden, obwohl er in einem Prüfauftrag festgelegt ist;14400;0;1800;High;"* Einen Prüfauftrag mit einem Auftraggeber anlegen 
* In Auftraggeber Kachel -->  den Auftraggeber stilllegen (ungültig markieren) 

*IST:* 

Kein Fehlermeldung wird angezeigt. Der Auftraggeber wird erwartungsgemäß in die Liste der Arbeitsgeber in Prüfauftrag nicht angezeigt. 

  

*SOLL:* 

Der Auftraggeber kann nicht stillgelegt werden und ein Fehlermeldung wird angezeigt. 

 "
MDK-10563;Required Flags werden an Input feldern nicht mehr dargestellt;14400;0;10800;High;
MDK-10558;"Fehlermeldung bei der Regel ""Prüfer-Blockierend-004"" wird nicht wie die anderen Fehlermeldungen angezeigt";14400;0;41400;High;"+*Soll*+ 

Wenn die Regel ""Prüfer-Blockierend-004"" ausgelöst wird, dann erscheint ein rotes Warndreieck neben dem Feld des Prüfers mit einem Warnhinweis zur Regel. 

+*Ist*+ 

Wenn die Regel ""Prüfer-Blockierend-004"" getriggert wird, dann erscheint der Warnhinweis beim Termin. Außerdem enthält die Fehlermeldung ein ""null"". Dieses ""null"" sollte entfernt werden und stattdessen die Regel erwähnt werden. 

  

!image-2020-03-25-09-02-06-386.png!"
MDK-10553;Auslöser der Korrespondenz 'Ankündigung bei der Pflegeeinrichtung' wird falsch berechnet;14400;0;18000;High;"IST: Der Auslöser für die Korrespondenz 'Ankündigung bei der Pflegeeinrichtung' verwendet aktuell das Startdatum des *ersten* Prüfdatums eines Prüfauftrags. 

  

SOLL: Der Auslöser soll das frühste Startdatum von einer vorhanden Liste von Prüfdaten verwenden."
MDK-10552;QP Pflege SGB XI - Anpassungen in DSL vornehmen;14400;0;28800;High;"Folgende Anpassungen sind in der DSL zum EHB Einrichtung vorzunehmen: 
* Str. und Hausnummer zusammenführen 1.2 b (/) 
* 1.2 i Str. und Hausnummer zusammenführen (/) 
* 1.4 f ""keine Angaben"" doppelt (/) 
* 1.4 f prüfen, ob ""Sonstige"" statt Sozialhilfeträger zu erfassen ist (ist bei HKP ebenfalls falsch) (/) 
* 1.4 f Pflichtfeldmarkierung entfernen (in HKP ebenfalls) (/) 
* 1.3 g Anordnung der Felder falsch (/) 
* 3.1 a-g bei den Unterfragen fehlen die Fragetypen (/) 
* 3.1 e Altenpflegehelfer statt Krankenpflegehelfer (/) 
* 3.3 ""d)"" an falscher Stelle (/) 
* 3.6 nur I-Frage statt M-I (/) 
* Frage 5.5 nzb und tnz / tnz bei Unterfrage 5.5 g => prüfen, ob so korrekt angelegt (/) 

Folgende Anpassungen im EHB Person vornehmen: 
* EHB Person 8.2j falsche Großschreibung (8.2h in HKP ebenfalls falsch) (/) 
* Frage 8.2 nach i kommt wieder h! in j ändern (/) 

 "
MDK-10551;Bearbeiter Auswahl in Pruefaufträgen zeigt nicht auswählbare Nutzer;14400;0;30600;High;"Beim Auswählen von Bearbeiter werden mögliche Benutzer angezeigt welche nicht Auswählbar sind und zu einem 500er Fehler beim auswählen des Benutzers führen. 

Die Bearbeiterauswahl soll weiterhin nur auswählbare Benutzer anzeigen"
MDK-10549;Vorgangsbasierte Produkte haben Pruefauftrag als basis;14400;0;48600;High;"Beim Anlegen von Vorgängen wird in der Produktkonfiguration vom Backend ""pruefauftrag"" als basis ausgespielt (dies ist auch in den Produkt-Initializern zu finden). Dadurch wird im Frontend der falsche Dialog angezeigt und es können keine Vorgänge angelegt werden."
MDK-10547;"Produktbaustein-Synchronisation in ""Fehler""-Zustand nachdem Rechte für Offline-Daten entzogen wurden";14400;0;18000;High;"Wenn ein Supervisor die Supervision abschließt und in die Auftragsansicht zurücknavigiert, gerät die Synchronisation des Bausteins in den Zustand ""Fehler"", da die Zuständigkeit des Supervisors und somit das Recht entfernt wurde. 

Sollte der Supervisor nicht das Recht haben die Aufträge generell zu sehen, dann sollte der Datensatz entfernt werden. 

Hierzu kann im node-projekt statt in den Fehler-Zustand in den ""Removed""-Zustand gewechselt werden. Dadurch wird der Datensatz durch einen Scheduler zeitnah entfernt und im Client wird der Synchro-Status mit ' – ' angezeigt. "
MDK-10540;"[UserInterface_QP] Das Tastenkürzel ""Alt"" ""Pfeiltaste rechts"" löst kein Ereignis aus";14400;0;29400;High;"(!) Überarbeitete Tastenkürzel: 
https://extranet.adesso.de/MDK_01/Entwicklung_einer_Branchensoftware_01/_layouts/15/WopiFrame2.aspx?sourcedoc=/MDK_01/Entwicklung_einer_Branchensoftware_01/Freigegebene%20Dokumente/17_Teams/Team%20Rot/Tastenk%C3%BCrzel/200120_WorkInProgress_Tastenku%CC%88rzel.xlsx&action=default 


+*Soll*+: 

Wenn ich das Tastenkürzel ""Alt"" + ""Pfeiltaste rechts/links"" drücke, dann wechselt die BSW zwischen den Reitern/Tabs im Detailbereich: 

+*Ist*+:  

Die Betätigung der Tasten löst keine Aktion aus."
MDK-10534;Stammdaten: einen Mitarbeiter deaktivieren nicht möglich;14400;0;14400;High;"IST 

  

Angemeldet als sabine_waechter 

Ein Mitarbeiter ist geöffnet 

Im Reiter Gültigkeit gibt es korrekterweise den Button ""Mitarbeiter deaktivieren"".  

wird der Button betätigt erscheint ein 403 Fehler und der Mitarbeiter wird nicht stillgelegt. 

  

LT Doku soll der Anwender Mitarbeiter jedoch deaktivieren können"
MDK-10510;Pflichtfelder wenn dann im FE und BE uneinheitlich;21600;0;21600;High;"Im Frontend(falsch). Wenn parameter UND verknüpft. 
Im Backend richtig. 

Zusätzlich im produkt-dsl-integrations-test Projekt Compile - Fehler korrigieren und testen."
MDK-10509;Gutachter kann in seinem Kalender Prütermine nicht sehen;14400;0;16200;High;"*+Soll+* 

Ich lege einen Prüfauftrag an. Ich verplane den Prüfauftrag mit einem Gutachter und bringe ihn in den Zustand ""In der Prüfung"". Wenn ich mich mit dem Nutzer des Gutachters einlogge, dann kann ich seinen Kalender sehen. In diesem Kalender ist auch der Termin für die Prüfung enthalten. 

*+Ist+* 

Wenn ich mich mit dem Gutachter einlogge, kann ich nicht den Prüftermin sehen."
MDK-10502;Gutachter fehlen Buttons zur Freigabe einer Produktbasis;14400;0;12600;High;"Soll: Ein Gutachter kann bei einem Prüfauftrag im Zustand ""In der Prüfung"" einen Erhebungsbogen anlegen und freigeben 

Ist: Der Gutachter kann die Erhebungsbögen erstellen aber im  Produkt fehlen die Buttons ""Freigeben"" und ""Bearbeiter wechseln"". Es ist somit nicht möglich, einen EHB freizugeben. 

  

!image-2020-03-20-13-09-20-198.png! 

!image-2020-03-20-13-11-28-880.png! 

  

Der "
MDK-10491;Nutzer mit der Berechtigung V-R-1 Anlegen eines [Produkttyp]s können keine Aufträge anlegen;14400;0;25200;High;"Soll: Ein Nutzer der einer Rolle mit der Berechtigung  V-R-1 Anlegen eines [Produkttyp]s  zugeordnet ist, kann Aufträge anlegen. 

Ist: Ein Nutzer der einer Rolle mit der Berechtigung  V-R-1 Anlegen eines [Produkttyp]s  zugeordnet ist, kann keine Aufträge anlegen. 

  

 Vorgehen: 
* Eine Rolle mit dem Recht importiert 
* Abraham_lutz zugeweisen 
* Eingeloggt mit abraham_lutz 
* Ergebnis: Kein button zum Erstellen von Vorgängen/Aufträgen vorhanden"
